ID,Name,Types,Attack,Defense,Stamina,Fast Moves,Charge Moves
277,Swellow,"Normal, Flying",185,124,155,"Steel Wing, Wing Attack","Aerial Ace, Brave Bird, Sky Attack, Frustration (Shadow), Return (Purified)"
278,Wingull,"Water, Flying",106,61,120,"Quick Attack, Water Gun","Air Cutter, Ice Beam, Water Pulse"
279,Pelipper,"Water, Flying",175,174,155,"Water Gun, Wing Attack","Blizzard, Hurricane, Hydro Pump, Weather Ball - Water"
280,Ralts,"Psychic, Fairy",79,59,99,"Charge Beam, Confusion","Disarming Voice, Psyshock, Shadow Sneak, Frustration (Shadow), Return (Purified)"
281,Kirlia,"Psychic, Fairy",117,90,116,"Charge Beam, Confusion, Magical Leaf","Disarming Voice, Draining Kiss, Psychic, Shadow Sneak, Triple Axel, Frustration (Shadow), Return (Purified)"
282,Gardevoir,"Psychic, Fairy",237,195,169,"Charge Beam, Charm, Confusion, Magical Leaf","Dazzling Gleam, Psychic, Shadow Ball, Triple Axel, Synchronoise (Community Day), Frustration (Shadow), Return (Purified)"
282,Mega Gardevoir,"Psychic, Fairy",326,229,169,,
283,Surskit,"Bug, Water",93,87,120,"Bubble, Bug Bite","Aqua Jet, Bubble Beam, Signal Beam"
284,Masquerain,"Bug, Flying",192,150,172,"Air Slash, Infestation","Air Cutter, Bubble Beam, Lunge, Ominous Wind, Silver Wind"
285,Shroomish,Grass,74,110,155,"Bullet Seed, Tackle","Energy Ball, Grass Knot, Seed Bomb"
286,Breloom,"Grass, Fighting",241,144,155,"Bullet Seed, Counter, Force Palm","Dynamic Punch, Seed Bomb, Sludge Bomb, Grass Knot (legacy)"
287,Slakoth,Normal,104,92,155,Yawn,"Body Slam, Brick Break, Night Slash, Frustration (Shadow), Return (Purified)"
288,Vigoroth,Normal,159,145,190,"Counter, Scratch","Body Slam, Brick Break, Bulldoze, Rock Slide, Frustration (Shadow), Return (Purified)"
289,Slaking,Normal,290,166,284,Yawn,"Earthquake, Hyper Beam, Play Rough, Body Slam (Community Day), Frustration (Shadow), Return (Purified)"
290,Nincada,"Bug, Ground",80,126,104,"Bug Bite, Scratch","Aerial Ace, Bug Buzz, Night Slash"
291,Ninjask,"Bug, Flying",199,112,156,"Fury Cutter, Metal Claw","Aerial Ace, Bug Buzz, Shadow Ball"
292,Shedinja,"Bug, Ghost",153,73,1,"Bug Bite, Shadow Claw, Struggle Bug (legacy)","Aerial Ace, Dig, Shadow Sneak"
293,Whismur,Normal,92,42,162,"Astonish, Pound","Disarming Voice, Flamethrower, Stomp, Frustration (Shadow), Return (Purified)"
294,Loudred,Normal,134,81,197,"Bite, Rock Smash","Disarming Voice, Flamethrower, Stomp, Frustration (Shadow), Return (Purified)"
295,Exploud,Normal,179,137,232,"Astonish, Bite","Boomburst, Crunch, Disarming Voice, Fire Blast, Frustration (Shadow), Return (Purified)"
296,Makuhita,Fighting,99,54,176,"Rock Smash, Tackle","Cross Chop, Heavy Slam, Low Sweep, Upper Hand, Frustration (Shadow), Return (Purified)"
297,Hariyama,Fighting,209,114,302,"Bullet Punch, Counter, Force Palm","Close Combat, Dynamic Punch, Heavy Slam, Superpower, Upper Hand, Frustration (Shadow), Return (Purified)"
298,Azurill,"Normal, Fairy",36,71,137,"Bubble, Splash","Body Slam, Bubble Beam, Ice Beam"
299,Nosepass,Rock,82,215,102,"Rock Throw, Spark","Rock Blast, Rock Slide, Thunderbolt, Frustration (Shadow), Return (Purified)"
300,Skitty,Normal,84,79,137,"Feint Attack, Tackle","Dig, Disarming Voice, Wild Charge"
301,Delcatty,Normal,132,127,172,"Charm, Feint Attack, Zen Headbutt","Disarming Voice, Play Rough, Wild Charge"
302,Sableye,"Dark, Ghost",141,136,137,"Feint Attack, Shadow Claw","Dazzling Gleam, Drain Punch, Foul Play, Power Gem, Shadow Sneak, Frustration (Shadow), Return (Purified)"
302,Mega Sableye,"Dark, Ghost",151,216,137,,
303,Mawile,"Steel, Fairy",155,141,137,"Astonish, Bite, Fairy Wind, Fire Fang, Ice Fang","Iron Head, Play Rough, Power-Up Punch, Vise Grip, Frustration (Shadow), Return (Purified)"
303,Mega Mawile,"Steel, Fairy",188,217,137,,
304,Aron,"Steel, Rock",121,141,137,"Metal Claw, Metal Sound, Tackle","Body Slam, Iron Head, Rock Tomb, Frustration (Shadow), Return (Purified)"
305,Lairon,"Steel, Rock",158,198,155,"Iron Tail, Metal Claw, Metal Sound","Body Slam, Heavy Slam, Rock Slide, Rock Tomb, Frustration (Shadow), Return (Purified)"
306,Aggron,"Steel, Rock",198,257,172,"Dragon Tail, Iron Tail, Metal Sound, Smack Down","Heavy Slam, Meteor Beam, Rock Tomb, Stone Edge, Thunder, Frustration (Shadow), Return (Purified)"
306,Mega Aggron,Steel,247,331,172,,
307,Meditite,"Fighting, Psychic",78,107,102,"Confusion, Rock Smash","Ice Punch, Low Sweep, Psyshock"
308,Medicham,"Fighting, Psychic",121,152,155,"Counter, Psycho Cut","Dynamic Punch, Ice Punch, Power-Up Punch, Psychic"
308,Mega Medicham,"Fighting, Psychic",205,179,155,,
309,Electrike,Electric,123,78,120,"Quick Attack, Spark","Discharge, Swift, Thunderbolt, Frustration (Shadow), Return (Purified)"
310,Manectric,Electric,215,127,172,"Charge Beam, Snarl, Thunder Fang","Flame Burst, Overheat, Psychic Fangs, Thunder, Wild Charge, Frustration (Shadow), Return (Purified)"
310,Mega Manectric,Electric,286,179,172,,
311,Plusle,Electric,167,129,155,"Quick Attack, Spark","Discharge, Grass Knot, Swift, Thunderbolt"
312,Minun,Electric,147,150,155,"Quick Attack, Spark","Discharge, Grass Knot, Swift, Thunderbolt"
313,Volbeat,Bug,143,166,163,"Struggle Bug, Tackle","Bug Buzz, Signal Beam, Thunderbolt"
314,Illumise,Bug,143,166,163,"Struggle Bug, Tackle","Bug Buzz, Dazzling Gleam, Silver Wind"
315,Roselia,"Grass, Poison",186,131,137,"Magical Leaf, Poison Jab, Razor Leaf","Dazzling Gleam, Petal Blizzard, Sludge Bomb"
316,Gulpin,Poison,80,99,172,"Pound, Rock Smash","Gunk Shot, Ice Beam, Sludge"
317,Swalot,Poison,140,159,225,"Infestation, Mud Shot, Rock Smash","Acid Spray, Gunk Shot, Ice Beam, Sludge, Sludge Bomb"
318,Carvanha,"Water, Dark",171,39,128,"Bite, Snarl","Aqua Jet, Crunch, Poison Fang, Frustration (Shadow), Return (Purified)"
319,Sharpedo,"Water, Dark",243,83,172,"Bite, Waterfall","Crunch, Hydro Pump, Poison Fang, Frustration (Shadow), Return (Purified)"
319,Mega Sharpedo,"Water, Dark",289,144,172,,
320,Wailmer,Water,136,68,277,"Rollout, Splash, Water Gun","Body Slam, Heavy Slam, Scald, Water Pulse, Frustration (Shadow), Return (Purified)"
321,Wailord,Water,175,87,347,"Rollout, Water Gun, Zen Headbutt","Blizzard, Hyper Beam, Scald, Surf, Frustration (Shadow), Return (Purified)"
322,Numel,"Fire, Ground",119,79,155,"Ember, Tackle","Bulldoze, Heat Wave, Stomp, Frustration (Shadow), Return (Purified)"
323,Camerupt,"Fire, Ground",194,136,172,"Ember, Incinerate, Rock Smash","Earth Power, Earthquake, Overheat, Solar Beam, Frustration (Shadow), Return (Purified)"
323,Mega Camerupt,"Fire, Ground",253,183,172,,
324,Torkoal,Fire,151,203,172,"Ember, Fire Spin","Earthquake, Flame Wheel, Overheat, Solar Beam"
325,Spoink,Psychic,125,122,155,"Splash, Zen Headbutt","Mirror Coat, Psybeam, Shadow Ball, Frustration (Shadow), Return (Purified)"
326,Grumpig,Psychic,171,188,190,"Charge Beam, Extrasensory, Psywave","Dynamic Punch, Mirror Coat, Psychic, Shadow Ball, Frustration (Shadow), Return (Purified)"
327,Spinda,Normal,116,116,155,"Psycho Cut, Sucker Punch","Dig, Icy Wind, Rock Tomb"
328,Trapinch,Ground,162,78,128,"Mud Shot, Sand Attack, Struggle Bug","Crunch, Dig, Sand Tomb, Scorching Sands, Frustration (Shadow), Return (Purified)"
329,Vibrava,"Ground, Dragon",134,99,137,"Dragon Breath, Mud Shot, Sand Attack","Bug Buzz, Bulldoze, Sand Tomb, Scorching Sands, Frustration (Shadow), Return (Purified)"
330,Flygon,"Ground, Dragon",205,168,190,"Dragon Tail, Mud Shot, Sand Attack","Boomburst, Dragon Claw, Earthquake, Sand Tomb, Scorching Sands, Stone Edge, Earth Power (Community Day), Frustration (Shadow), Return (Purified)"
331,Cacnea,Grass,156,74,137,"Poison Sting, Sand Attack, Sucker Punch","Brick Break, Grass Knot, Payback, Seed Bomb, Trailblaze, Frustration (Shadow), Return (Purified)"
332,Cacturne,"Grass, Dark",221,115,172,"Poison Jab, Sand Attack, Sucker Punch","Dark Pulse, Dynamic Punch, Grass Knot, Payback, Trailblaze, Frustration (Shadow), Return (Purified)"
333,Swablu,"Normal, Flying",76,132,128,"Astonish, Peck","Aerial Ace, Disarming Voice, Ice Beam, Frustration (Shadow), Return (Purified)"
334,Altaria,"Dragon, Flying",141,201,181,"Dragon Breath, Peck","Dazzling Gleam, Dragon Pulse, Flamethrower, Sky Attack, Moonblast (Community Day), Frustration (Shadow), Return (Purified)"
334,Mega Altaria,"Dragon, Fairy",222,218,181,,
335,Zangoose,Normal,222,124,177,"Fury Cutter, Shadow Claw","Close Combat, Dig, Night Slash"
336,Seviper,Poison,196,118,177,"Iron Tail, Poison Jab","Crunch, Poison Fang, Wrap"
337,Lunatone,"Rock, Psychic",178,153,207,"Confusion, Psywave, Rock Throw","Moonblast, Psychic, Rock Slide, Weather Ball - Ice"
338,Solrock,"Rock, Psychic",178,153,207,"Confusion, Psywave, Rock Throw","Psychic, Rock Slide, Solar Beam, Weather Ball - Fire"
339,Barboach,"Water, Ground",93,82,137,"Mud Shot, Water Gun","Aqua Tail, Ice Beam, Mud Bomb, Scald, Frustration (Shadow), Return (Purified)"
340,Whiscash,"Water, Ground",151,141,242,"Mud Shot, Water Gun","Blizzard, Mud Bomb, Scald, Water Pulse, Frustration (Shadow), Return (Purified)"
341,Corphish,Water,141,99,125,"Bubble, Rock Smash","Aqua Jet, Bubble Beam, Razor Shell, Scald, Vise Grip, Frustration (Shadow), Return (Purified)"
342,Crawdaunt,"Water, Dark",224,142,160,"Snarl, Waterfall","Bubble Beam, Crabhammer, Night Slash, Razor Shell, Scald, Vise Grip, Frustration (Shadow), Return (Purified)"
343,Baltoy,"Ground, Psychic",77,124,120,"Confusion, Extrasensory","Dig, Gyro Ball, Psybeam, Frustration (Shadow), Return (Purified)"
344,Claydol,"Ground, Psychic",140,229,155,"Confusion, Extrasensory, Mud-Slap","Earth Power, Earthquake, Gyro Ball, Ice Beam, Psychic, Rock Tomb, Scorching Sands, Shadow Ball, Frustration (Shadow), Return (Purified)"
345,Lileep,"Rock, Grass",105,150,165,"Acid, Bullet Seed, Infestation","Ancient Power, Grass Knot, Mirror Coat, Frustration (Shadow), Return (Purified)"
346,Cradily,"Rock, Grass",152,194,200,"Acid, Bullet Seed, Infestation","Bulldoze, Grass Knot, Rock Slide, Rock Tomb, Stone Edge, Frustration (Shadow), Return (Purified)"
347,Anorith,"Rock, Bug",176,100,128,"Scratch, Struggle Bug","Ancient Power, Aqua Jet, Cross Poison, Frustration (Shadow), Return (Purified)"
348,Armaldo,"Rock, Bug",222,174,181,"Fury Cutter, Struggle Bug","Cross Poison, Liquidation, Rock Blast, Water Pulse, Frustration (Shadow), Return (Purified)"
349,Feebas,Water,29,85,85,"Splash, Tackle","Mirror Coat, Frustration (Shadow), Return (Purified)"
350,Milotic,Water,192,219,216,"Dragon Tail, Waterfall","Aqua Tail, Blizzard, Hyper Beam, Surf, Wrap, Frustration (Shadow), Return (Purified)"
351,Castform,Normal,139,139,172,"Hex, Tackle","Energy Ball, Hurricane, Weather Ball - Rock, Weather Ball - Normal"
351,Castform Sunny Form,Fire,139,139,172,"Ember, Tackle","Fire Blast, Solar Beam, Weather Ball - Fire"
351,Castform Rainy Form,Water,139,139,172,"Tackle, Water Gun","Hydro Pump, Thunder, Weather Ball - Water"
351,Castform Snowy Form,Ice,139,139,172,"Powder Snow, Tackle","Blizzard, Ice Beam, Weather Ball - Ice"
352,Kecleon,Normal,161,189,155,"Lick, Sucker Punch","Aerial Ace, Flamethrower, Foul Play, Ice Beam, Shadow Sneak, Thunder"
353,Shuppet,Ghost,138,65,127,"Astonish, Feint Attack","Night Shade, Ominous Wind, Shadow Sneak, Frustration (Shadow), Return (Purified)"
354,Banette,Ghost,218,126,162,"Hex, Shadow Claw","Dazzling Gleam, Shadow Ball, Thunder, Frustration (Shadow), Return (Purified)"
354,Mega Banette,Ghost,312,160,162,,
355,Duskull,Ghost,70,162,85,"Astonish, Hex","Night Shade, Ominous Wind, Shadow Sneak, Frustration (Shadow), Return (Purified)"
356,Dusclops,Ghost,124,234,120,"Feint Attack, Hex","Fire Punch, Ice Punch, Poltergeist, Shadow Punch, Frustration (Shadow), Return (Purified)"
357,Tropius,"Grass, Flying",136,163,223,"Air Slash, Razor Leaf","Aerial Ace, Brutal Swing, Leaf Blade, Stomp"
358,Chimecho,Psychic,175,170,181,"Astonish, Extrasensory","Energy Ball, Psyshock, Shadow Ball"
359,Absol,Dark,246,120,163,"Psycho Cut, Snarl","Dark Pulse, Megahorn, Payback, Thunder, Brutal Swing (legacy), Frustration (Shadow), Return (Purified)"
359,Mega Absol,Dark,314,130,163,,
360,Wynaut,Psychic,41,86,216,"Counter, Splash",Mirror Coat
361,Snorunt,Ice,95,95,137,"Hex, Powder Snow","Avalanche, Icy Wind, Shadow Ball, Frustration (Shadow), Return (Purified)"
362,Glalie,Ice,162,162,190,"Frost Breath, Ice Shard, Powder Snow, Rollout","Avalanche, Gyro Ball, Shadow Ball, Frustration (Shadow), Return (Purified)"
362,Mega Glalie,Ice,252,168,190,,
363,Spheal,"Ice, Water",95,90,172,"Rock Smash, Water Gun","Aurora Beam, Body Slam, Water Pulse, Frustration (Shadow), Return (Purified)"
364,Sealeo,"Ice, Water",137,132,207,"Powder Snow, Water Gun","Aurora Beam, Body Slam, Surf, Water Pulse, Frustration (Shadow), Return (Purified)"
365,Walrein,"Ice, Water",182,176,242,"Frost Breath, Waterfall, Powder Snow (Community Day)","Blizzard, Earthquake, Water Pulse, Icicle Spear (Community Day), Frustration (Shadow), Return (Purified)"
366,Clamperl,Water,133,135,111,Water Gun,"Body Slam, Ice Beam, Water Pulse"
367,Huntail,Water,197,179,146,"Bite, Water Gun","Aqua Tail, Crunch, Ice Beam"
368,Gorebyss,Water,211,179,146,"Confusion, Water Gun","Draining Kiss, Psychic, Water Pulse"
369,Relicanth,"Water, Rock",162,203,225,"Water Gun, Zen Headbutt","Ancient Power, Aqua Tail, Hydro Pump"
370,Luvdisc,Water,81,128,125,"Splash, Water Gun","Aqua Jet, Draining Kiss, Water Pulse"
371,Bagon,Dragon,134,93,128,"Bite, Ember","Crunch, Flamethrower, Twister, Frustration (Shadow), Return (Purified)"
372,Shelgon,Dragon,172,155,163,"Dragon Breath, Ember","Crunch, Dragon Pulse, Flamethrower, Twister, Frustration (Shadow), Return (Purified)"
373,Salamence,"Dragon, Flying",277,168,216,"Bite, Dragon Tail, Fire Fang","Brutal Swing, Crunch, Draco Meteor, Fire Blast, Fly, Hydro Pump, Outrage (Community Day), Frustration (Shadow), Return (Purified)"
373,Mega Salamence,"Dragon, Flying",310,251,216,,
374,Beldum,"Steel, Psychic",96,132,120,Take Down,"Iron Head, Frustration (Shadow), Return (Purified)"
375,Metang,"Steel, Psychic",138,176,155,"Fury Cutter, Metal Claw, Zen Headbutt","Gyro Ball, Psychic, Psyshock, Frustration (Shadow), Return (Purified)"
376,Metagross,"Steel, Psychic",257,228,190,"Bullet Punch, Fury Cutter, Zen Headbutt, Shadow Claw (legacy)","Earthquake, Flash Cannon, Psychic, Meteor Mash (Community Day), Frustration (Shadow), Return (Purified)"
376,Mega Metagross,"Steel, Psychic",300,289,190,,
377,Regirock,Rock,179,309,190,"Lock-On, Rock Smash, Rock Throw","Focus Blast, Stone Edge, Zap Cannon, Earthquake (legacy), Frustration (Shadow), Return (Purified)"
378,Regice,Ice,179,309,190,"Frost Breath, Lock-On, Rock Smash","Blizzard, Earthquake, Focus Blast, Thunder, Frustration (Shadow), Return (Purified)"
379,Registeel,Steel,143,285,190,"Lock-On, Metal Claw, Rock Smash","Flash Cannon, Focus Blast, Hyper Beam, Zap Cannon, Frustration (Shadow), Return (Purified)"
380,Latias,"Dragon, Psychic",228,246,190,"Charm, Dragon Breath, Zen Headbutt","Aura Sphere, Outrage, Psychic, Thunder, Mist Ball (legacy), Frustration (Shadow), Return (Purified)"
380,Mega Latias,"Dragon, Psychic",289,297,190,,
381,Latios,"Dragon, Psychic",268,212,190,"Dragon Breath, Zen Headbutt","Aura Sphere, Dragon Claw, Psychic, Solar Beam, Luster Purge (legacy), Frustration (Shadow), Return (Purified)"
381,Mega Latios,"Dragon, Psychic",335,241,190,,
382,Kyogre,Water,270,228,205,Waterfall,"Avalanche, Blizzard, Hydro Pump, Surf, Thunder, Origin Pulse (legacy), Frustration (Shadow), Return (Purified)"
382,Primal Kyogre,Water,353,268,218,,
383,Groudon,Ground,270,228,205,"Dragon Tail, Mud Shot","Earthquake, Fire Blast, Solar Beam, Fire Punch (legacy), Precipice Blades (legacy), Frustration (Shadow), Return (Purified)"
383,Primal Groudon,"Ground, Fire",353,268,218,,
384,Rayquaza,"Dragon, Flying",284,170,213,"Air Slash, Dragon Tail","Aerial Ace, Ancient Power, Outrage, Breaking Swipe (legacy), Dragon Ascent (legacy), Hurricane (legacy)"
384,Mega Rayquaza,"Dragon, Flying",377,210,227,,
385,Jirachi,"Steel, Psychic",210,210,225,"Charge Beam, Confusion","Aura Sphere, Dazzling Gleam, Doom Desire, Psychic"
386,Deoxys Normal Forme,Psychic,345,115,137,"Charge Beam, Zen Headbutt","Hyper Beam, Psycho Boost, Zap Cannon"
386,Deoxys Attack  Forme,Psychic,414,46,137,"Poison Jab, Zen Headbutt","Dark Pulse, Psycho Boost, Zap Cannon"
386,Deoxys Defense Forme,Psychic,144,330,137,"Counter, Zen Headbutt","Psycho Boost, Rock Slide, Thunderbolt"
386,Deoxys Speed Forme,Psychic,230,218,137,"Charge Beam, Zen Headbutt","Psycho Boost, Swift, Thunderbolt"
387,Turtwig,Grass,119,110,146,"Razor Leaf, Tackle","Body Slam, Energy Ball, Seed Bomb, Frustration (Shadow), Return (Purified)"
388,Grotle,Grass,157,143,181,"Bite, Razor Leaf","Body Slam, Energy Ball, Solar Beam, Frustration (Shadow), Return (Purified)"
389,Torterra,"Grass, Ground",202,188,216,"Bite, Mud-Slap, Razor Leaf","Earthquake, Sand Tomb, Solar Beam, Stone Edge, Frenzy Plant (Community Day), Frustration (Shadow), Return (Purified)"
390,Chimchar,Fire,113,86,127,"Ember, Scratch","Flame Charge, Flame Wheel, Flamethrower, Frustration (Shadow), Return (Purified)"
391,Monferno,"Fire, Fighting",158,105,162,"Ember, Rock Smash","Flame Wheel, Flamethrower, Low Sweep, Frustration (Shadow), Return (Purified)"
392,Infernape,"Fire, Fighting",222,151,183,"Fire Spin, Rock Smash","Close Combat, Flamethrower, Solar Beam, Blast Burn (Community Day), Frustration (Shadow), Return (Purified)"
393,Piplup,Water,112,102,142,"Bubble, Pound","Bubble Beam, Drill Peck, Icy Wind, Frustration (Shadow), Return (Purified)"
394,Prinplup,Water,150,139,162,"Bubble, Metal Claw","Bubble Beam, Hydro Pump, Icy Wind, Frustration (Shadow), Return (Purified)"
395,Empoleon,"Water, Steel",210,186,197,"Metal Claw, Metal Sound, Steel Wing, Waterfall","Blizzard, Drill Peck, Flash Cannon, Hydro Pump, Hydro Cannon (Community Day), Frustration (Shadow), Return (Purified)"
396,Starly,"Normal, Flying",101,58,120,"Quick Attack, Sand Attack, Tackle","Aerial Ace, Brave Bird, Fly, Frustration (Shadow), Return (Purified)"
397,Staravia,"Normal, Flying",142,94,146,"Quick Attack, Sand Attack, Wing Attack","Aerial Ace, Brave Bird, Fly, Heat Wave, Frustration (Shadow), Return (Purified)"
398,Staraptor,"Normal, Flying",234,140,198,"Quick Attack, Sand Attack, Wing Attack, Gust (Community Day)","Brave Bird, Close Combat, Fly, Heat Wave, Frustration (Shadow), Return (Purified)"
399,Bidoof,Normal,80,73,153,"Tackle, Take Down","Crunch, Grass Knot, Hyper Fang, Ice Beam (legacy), Shadow Ball (legacy), Superpower (legacy), Thunderbolt (legacy), Frustration (Shadow), Return (Purified)"
400,Bibarel,"Normal, Water",162,119,188,"Rollout, Take Down, Water Gun","Hyper Beam, Hyper Fang, Surf, Frustration (Shadow), Return (Purified)"
401,Kricketot,Bug,45,74,114,"Bug Bite, Struggle Bug",Struggle
402,Kricketune,Bug,160,100,184,"Fury Cutter, Struggle Bug","Aerial Ace, Bug Buzz, X-Scissor"
403,Shinx,Electric,117,64,128,"Spark, Tackle","Discharge, Swift, Thunderbolt, Frustration (Shadow), Return (Purified)"
404,Luxio,Electric,159,95,155,"Bite, Spark","Crunch, Thunderbolt, Wild Charge, Frustration (Shadow), Return (Purified)"
405,Luxray,Electric,232,156,190,"Hidden Power, Snarl, Spark","Crunch, Hyper Beam, Wild Charge, Psychic Fangs (Community Day), Frustration (Shadow), Return (Purified)"
406,Budew,"Grass, Poison",91,109,120,"Hidden Power, Razor Leaf","Energy Ball, Grass Knot"
407,Roserade,"Grass, Poison",243,185,155,"Magical Leaf, Poison Jab, Poison Sting, Razor Leaf, Bullet Seed (Community Day)","Dazzling Gleam, Grass Knot, Leaf Storm, Sludge Bomb, Solar Beam, Weather Ball - Fire (Community Day)"
408,Cranidos,Rock,218,71,167,"Take Down, Zen Headbutt","Ancient Power, Bulldoze, Rock Tomb, Frustration (Shadow), Return (Purified)"
409,Rampardos,Rock,295,109,219,"Smack Down, Zen Headbutt","Flamethrower, Outrage, Rock Slide, Frustration (Shadow), Return (Purified)"
410,Shieldon,"Rock, Steel",76,195,102,"Iron Tail, Tackle","Ancient Power, Heavy Slam, Rock Tomb, Frustration (Shadow), Return (Purified)"
411,Bastiodon,"Rock, Steel",94,286,155,"Iron Tail, Smack Down","Flamethrower, Flash Cannon, Stone Edge, Frustration (Shadow), Return (Purified)"
412,Burmy Plant Cloak,Bug,53,83,120,"Bug Bite, Tackle",Struggle
412,Burmy Sandy Cloak,Bug,53,83,120,"Bug Bite, Tackle",Struggle
412,Burmy Trash Cloak,Bug,53,83,120,"Bug Bite, Tackle",Struggle
413,Wormadam Plant Cloak,"Bug, Grass",141,180,155,"Bug Bite, Confusion","Bug Buzz, Energy Ball, Psybeam"
413,Wormadam Sandy Cloak,"Bug, Ground",141,180,155,"Bug Bite, Confusion","Bug Buzz, Bulldoze, Psybeam"
413,Wormadam Trash Cloak,"Bug, Steel",127,175,155,"Bug Bite, Confusion, Metal Sound","Bug Buzz, Iron Head, Psybeam"
414,Mothim,"Bug, Flying",185,98,172,"Air Slash, Bug Bite","Aerial Ace, Bug Buzz, Psybeam"
415,Combee,"Bug, Flying",59,83,102,Bug Bite,Bug Buzz
416,Vespiquen,"Bug, Flying",149,190,172,"Air Slash, Bug Bite, Fury Cutter, Poison Sting","Bug Buzz, Fell Stinger, Power Gem, Signal Beam, X-Scissor"
417,Pachirisu,Electric,94,172,155,"Spark, Volt Switch","Hyper Fang, Thunder, Thunder Punch, Thunderbolt"
418,Buizel,Water,132,67,146,"Quick Attack, Water Gun","Aqua Jet, Swift, Water Pulse"
419,Floatzel,Water,221,114,198,"Water Gun, Waterfall","Aqua Jet, Hydro Pump, Liquidation, Swift"
420,Cherubi,Grass,108,92,128,"Bullet Seed, Tackle","Dazzling Gleam, Petal Blizzard, Seed Bomb"
421,Cherrim Overcast Form,Grass,170,153,172,"Bullet Seed, Razor Leaf","Dazzling Gleam, Hyper Beam, Solar Beam"
421,Cherrim Sunshine Form,Grass,170,153,172,"Bullet Seed, Razor Leaf","Dazzling Gleam, Hyper Beam, Solar Beam, Weather Ball - Fire"
422,Shellos East Sea,Water,103,105,183,"Hidden Power, Mud-Slap","Body Slam, Mud Bomb, Water Pulse"
422,Shellos West Sea,Water,103,105,183,"Hidden Power, Mud-Slap","Body Slam, Mud Bomb, Water Pulse"
423,Gastrodon East Sea,"Water, Ground",169,143,244,"Hidden Power, Mud-Slap","Body Slam, Earth Power, Earthquake, Water Pulse"
423,Gastrodon West Sea,"Water, Ground",169,143,244,"Hidden Power, Mud-Slap","Body Slam, Earth Power, Earthquake, Water Pulse"
424,Ambipom,Normal,205,143,181,"Astonish, Scratch","Aerial Ace, Hyper Beam, Low Sweep, Frustration (Shadow), Return (Purified)"
425,Drifloon,"Ghost, Flying",117,80,207,"Astonish, Hex","Icy Wind, Ominous Wind, Shadow Ball, Frustration (Shadow), Return (Purified)"
426,Drifblim,"Ghost, Flying",180,102,312,"Astonish, Hex","Icy Wind, Mystical Fire, Ominous Wind, Shadow Ball, Frustration (Shadow), Return (Purified)"
427,Buneary,Normal,130,105,146,"Pound, Quick Attack","Fire Punch, Swift"
428,Lopunny,Normal,156,194,163,"Double Kick, Low Kick, Pound","Fire Punch, Focus Blast, Hyper Beam, Triple Axel"
428,Mega Lopunny,"Normal, Fighting",282,214,163,,
429,Mismagius,Ghost,211,187,155,"Hex, Magical Leaf, Psywave, Sucker Punch","Dark Pulse, Dazzling Gleam, Shadow Ball, Frustration (Shadow), Return (Purified)"
430,Honchkrow,"Dark, Flying",243,103,225,"Peck, Snarl","Brave Bird, Dark Pulse, Psychic, Sky Attack, Frustration (Shadow), Return (Purified)"
431,Glameow,Normal,109,82,135,"Quick Attack, Scratch","Aerial Ace, Play Rough, Thunderbolt, Frustration (Shadow), Return (Purified)"
432,Purugly,Normal,172,133,174,"Scratch, Shadow Claw","Aerial Ace, Play Rough, Thunder, Frustration (Shadow), Return (Purified)"
433,Chingling,Psychic,114,94,128,"Astonish, Zen Headbutt","Psyshock, Shadow Ball, Wrap"
434,Stunky,"Poison, Dark",121,90,160,"Bite, Scratch","Crunch, Flamethrower, Sludge Bomb, Trailblaze, Frustration (Shadow), Return (Purified)"
435,Skuntank,"Poison, Dark",184,132,230,"Bite, Poison Jab","Crunch, Flamethrower, Sludge Bomb, Trailblaze, Frustration (Shadow), Return (Purified)"
436,Bronzor,"Steel, Psychic",43,154,149,"Confusion, Tackle","Gyro Ball, Heavy Slam, Payback, Psyshock"
437,Bronzong,"Steel, Psychic",161,213,167,"Confusion, Feint Attack, Metal Sound","Bulldoze, Flash Cannon, Heavy Slam, Payback, Psychic, Psyshock, Weather Ball - Water"
438,Bonsly,Rock,124,133,137,"Counter, Rock Throw","Earthquake, Rock Slide, Rock Tomb"
439,Mime Jr.,"Psychic, Fairy",125,142,85,"Confusion, Pound","Psybeam, Psychic, Psyshock"
440,Happiny,Normal,25,77,225,"Pound, Zen Headbutt",Psychic
441,Chatot,"Normal, Flying",183,91,183,"Peck, Steel Wing","Heat Wave, Night Shade, Sky Attack"
442,Spiritomb,"Ghost, Dark",169,199,137,"Feint Attack, Sucker Punch","Ominous Wind, Rock Tomb, Shadow Ball, Shadow Sneak"
443,Gible,"Dragon, Ground",124,84,151,"Mud Shot, Take Down","Body Slam, Dig, Twister, Frustration (Shadow), Return (Purified)"
444,Gabite,"Dragon, Ground",172,125,169,"Mud Shot, Take Down","Dig, Flamethrower, Twister, Frustration (Shadow), Return (Purified)"
445,Garchomp,"Dragon, Ground",261,193,239,"Dragon Tail, Mud Shot","Breaking Swipe, Earthquake, Fire Blast, Outrage, Sand Tomb, Earth Power (Community Day), Frustration (Shadow), Return (Purified)"
446,Munchlax,Normal,137,117,286,"Lick, Tackle","Body Slam, Bulldoze, Gunk Shot"
